GAME_ID,GAME_DATE,GAME_STATUS_ID,GAME_STATUS_TEXT,HOME_TEAM_ID,AWAY_TEAM_ID,HOME_TEAM_ABBREVIATION,AWAY_TEAM_ABBREVIATION,HOME_PTS,AWAY_PTS,IS_FINAL,INGESTED_AT_UTC
22501040,2026-03-23,1,7:00 pm ET,1610612755,1610612760,PHI,OKC,,,False,2026-03-20T00:06:16.745353+00:00
22501041,2026-03-23,1,7:00 pm ET,1610612748,1610612759,MIA,SAS,,,False,2026-03-20T00:06:16.745353+00:00
22501042,2026-03-23,1,8:00 pm ET,1610612741,1610612745,CHI,HOU,,,False,2026-03-20T00:06:16.745353+00:00
22501043,2026-03-23,1,9:00 pm ET,1610612762,1610612761,UTA,TOR,,,False,2026-03-20T00:06:16.745353+00:00
22501044,2026-03-23,1,9:30 pm ET,1610612742,1610612744,DAL,GSW,,,False,2026-03-20T00:06:16.745353+00:00
22501045,2026-03-23,1,10:00 pm ET,1610612757,1610612751,POR,BKN,,,False,2026-03-20T00:06:16.745353+00:00
22501046,2026-03-23,1,10:30 pm ET,1610612746,1610612749,LAC,MIL,,,False,2026-03-20T00:06:16.745353+00:00
0022501047,2026-03-24,1,7:00 pm ET,1610612766,1610612758,CHA,SAC,,,False,2026-03-24T00:27:59.914266+00:00
0022501048,2026-03-24,1,7:30 pm ET,1610612752,1610612740,NYK,NOP,,,False,2026-03-24T00:27:59.914266+00:00
0022501049,2026-03-24,1,8:00 pm ET,1610612739,1610612753,CLE,ORL,,,False,2026-03-24T00:27:59.914266+00:00
0022501050,2026-03-24,1,11:00 pm ET,1610612756,1610612743,PHX,DEN,,,False,2026-03-24T00:27:59.914266+00:00
22501047,2026-03-24,1,7:00 pm ET,1610612766,1610612758,CHA,SAC,,,False,2026-03-20T00:06:17.039423+00:00
22501048,2026-03-24,1,7:30 pm ET,1610612752,1610612740,NYK,NOP,,,False,2026-03-20T00:06:17.039423+00:00
22501049,2026-03-24,1,8:00 pm ET,1610612739,1610612753,CLE,ORL,,,False,2026-03-20T00:06:17.039423+00:00
22501050,2026-03-24,1,11:00 pm ET,1610612756,1610612743,PHX,DEN,,,False,2026-03-20T00:06:17.039423+00:00
0022501051,2026-03-25,1,7:00 pm ET,1610612765,1610612737,DET,ATL,,,False,2026-03-24T00:28:00.283241+00:00
0022501052,2026-03-25,1,7:00 pm ET,1610612754,1610612747,IND,LAL,,,False,2026-03-24T00:28:00.283241+00:00
0022501053,2026-03-25,1,7:00 pm ET,1610612755,1610612741,PHI,CHI,,,False,2026-03-24T00:28:00.283241+00:00
0022501054,2026-03-25,1,7:30 pm ET,1610612738,1610612760,BOS,OKC,,,False,2026-03-24T00:28:00.283241+00:00
0022501055,2026-03-25,1,7:30 pm ET,1610612739,1610612748,CLE,MIA,,,False,2026-03-24T00:28:00.283241+00:00
0022501056,2026-03-25,1,8:00 pm ET,1610612763,1610612759,MEM,SAS,,,False,2026-03-24T00:28:00.283241+00:00
0022501057,2026-03-25,1,9:00 pm ET,1610612762,1610612764,UTA,WAS,,,False,2026-03-24T00:28:00.283241+00:00
0022501058,2026-03-25,1,9:30 pm ET,1610612750,1610612745,MIN,HOU,,,False,2026-03-24T00:28:00.283241+00:00
0022501059,2026-03-25,1,10:00 pm ET,1610612743,1610612742,DEN,DAL,,,False,2026-03-24T00:28:00.283241+00:00
0022501060,2026-03-25,1,10:00 pm ET,1610612744,1610612751,GSW,BKN,,,False,2026-03-24T00:28:00.283241+00:00
0022501061,2026-03-25,1,10:00 pm ET,1610612757,1610612749,POR,MIL,,,False,2026-03-24T00:28:00.283241+00:00
0022501062,2026-03-25,1,10:30 pm ET,1610612746,1610612761,LAC,TOR,,,False,2026-03-24T00:28:00.283241+00:00
22501051,2026-03-25,1,7:00 pm ET,1610612765,1610612737,DET,ATL,,,False,2026-03-20T00:06:17.236384+00:00
22501052,2026-03-25,1,7:00 pm ET,1610612754,1610612747,IND,LAL,,,False,2026-03-20T00:06:17.236384+00:00
22501053,2026-03-25,1,7:00 pm ET,1610612755,1610612741,PHI,CHI,,,False,2026-03-20T00:06:17.236384+00:00
22501054,2026-03-25,1,7:30 pm ET,1610612738,1610612760,BOS,OKC,,,False,2026-03-20T00:06:17.236384+00:00
22501055,2026-03-25,1,7:30 pm ET,1610612739,1610612748,CLE,MIA,,,False,2026-03-20T00:06:17.236384+00:00
22501056,2026-03-25,1,8:00 pm ET,1610612763,1610612759,MEM,SAS,,,False,2026-03-20T00:06:17.236384+00:00
22501057,2026-03-25,1,9:00 pm ET,1610612762,1610612764,UTA,WAS,,,False,2026-03-20T00:06:17.236384+00:00
22501058,2026-03-25,1,9:30 pm ET,1610612750,1610612745,MIN,HOU,,,False,2026-03-20T00:06:17.236384+00:00
22501059,2026-03-25,1,10:00 pm ET,1610612743,1610612742,DEN,DAL,,,False,2026-03-20T00:06:17.236384+00:00
22501060,2026-03-25,1,10:00 pm ET,1610612744,1610612751,GSW,BKN,,,False,2026-03-20T00:06:17.236384+00:00
22501061,2026-03-25,1,10:00 pm ET,1610612757,1610612749,POR,MIL,,,False,2026-03-20T00:06:17.236384+00:00
22501062,2026-03-25,1,10:30 pm ET,1610612746,1610612761,LAC,TOR,,,False,2026-03-20T00:06:17.236384+00:00
0022501063,2026-03-26,1,7:00 pm ET,1610612766,1610612752,CHA,NYK,,,False,2026-03-24T00:28:00.397034+00:00
0022501064,2026-03-26,1,7:00 pm ET,1610612765,1610612740,DET,NOP,,,False,2026-03-24T00:28:00.397034+00:00
0022501065,2026-03-26,1,7:00 pm ET,1610612753,1610612758,ORL,SAC,,,False,2026-03-24T00:28:00.397034+00:00
22501063,2026-03-26,1,7:00 pm ET,1610612766,1610612752,CHA,NYK,,,False,2026-03-20T00:06:17.405090+00:00
22501064,2026-03-26,1,7:00 pm ET,1610612765,1610612740,DET,NOP,,,False,2026-03-20T00:06:17.405090+00:00
22501065,2026-03-26,1,7:00 pm ET,1610612753,1610612758,ORL,SAC,,,False,2026-03-20T00:06:17.405090+00:00
0022501066,2026-03-27,1,7:00 pm ET,1610612754,1610612746,IND,LAC,,,False,2026-03-24T00:28:00.494543+00:00
0022501067,2026-03-27,1,7:30 pm ET,1610612738,1610612737,BOS,ATL,,,False,2026-03-24T00:28:00.494543+00:00
0022501068,2026-03-27,1,7:30 pm ET,1610612739,1610612748,CLE,MIA,,,False,2026-03-24T00:28:00.494543+00:00
0022501069,2026-03-27,1,8:00 pm ET,1610612763,1610612745,MEM,HOU,,,False,2026-03-24T00:28:00.494543+00:00
0022501070,2026-03-27,1,8:00 pm ET,1610612760,1610612741,OKC,CHI,,,False,2026-03-24T00:28:00.494543+00:00
0022501071,2026-03-27,1,8:30 pm ET,1610612761,1610612740,TOR,NOP,,,False,2026-03-24T00:28:00.494543+00:00
0022501072,2026-03-27,1,9:00 pm ET,1610612743,1610612762,DEN,UTA,,,False,2026-03-24T00:28:00.494543+00:00
0022501073,2026-03-27,1,10:00 pm ET,1610612744,1610612764,GSW,WAS,,,False,2026-03-24T00:28:00.494543+00:00
0022501074,2026-03-27,1,10:00 pm ET,1610612757,1610612742,POR,DAL,,,False,2026-03-24T00:28:00.494543+00:00
0022501075,2026-03-27,1,10:30 pm ET,1610612747,1610612751,LAL,BKN,,,False,2026-03-24T00:28:00.494543+00:00
22501066,2026-03-27,1,7:00 pm ET,1610612754,1610612746,IND,LAC,,,False,2026-03-20T23:03:17.790018+00:00
22501067,2026-03-27,1,7:30 pm ET,1610612738,1610612737,BOS,ATL,,,False,2026-03-20T23:03:17.790018+00:00
22501068,2026-03-27,1,7:30 pm ET,1610612739,1610612748,CLE,MIA,,,False,2026-03-20T23:03:17.790018+00:00
22501069,2026-03-27,1,8:00 pm ET,1610612763,1610612745,MEM,HOU,,,False,2026-03-20T23:03:17.790018+00:00
22501070,2026-03-27,1,8:00 pm ET,1610612760,1610612741,OKC,CHI,,,False,2026-03-20T23:03:17.790018+00:00
22501071,2026-03-27,1,8:30 pm ET,1610612761,1610612740,TOR,NOP,,,False,2026-03-20T23:03:17.790018+00:00
22501072,2026-03-27,1,9:00 pm ET,1610612743,1610612762,DEN,UTA,,,False,2026-03-20T23:03:17.790018+00:00
22501073,2026-03-27,1,10:00 pm ET,1610612744,1610612764,GSW,WAS,,,False,2026-03-20T23:03:17.790018+00:00
22501074,2026-03-27,1,10:00 pm ET,1610612757,1610612742,POR,DAL,,,False,2026-03-20T23:03:17.790018+00:00
22501075,2026-03-27,1,10:30 pm ET,1610612747,1610612751,LAL,BKN,,,False,2026-03-20T23:03:17.790018+00:00
0022501076,2026-03-28,1,3:00 pm ET,1610612749,1610612759,MIL,SAS,,,False,2026-03-24T00:28:00.594104+00:00
0022501077,2026-03-28,1,6:00 pm ET,1610612766,1610612755,CHA,PHI,,,False,2026-03-24T00:28:00.594104+00:00
0022501078,2026-03-28,1,7:30 pm ET,1610612737,1610612758,ATL,SAC,,,False,2026-03-24T00:28:00.594104+00:00
0022501079,2026-03-28,1,8:00 pm ET,1610612763,1610612741,MEM,CHI,,,False,2026-03-24T00:28:00.594104+00:00
0022501080,2026-03-28,1,5:30 pm ET,1610612750,1610612765,MIN,DET,,,False,2026-03-24T00:28:00.594104+00:00
0022501081,2026-03-28,1,10:00 pm ET,1610612756,1610612762,PHX,UTA,,,False,2026-03-24T00:28:00.594104+00:00
22501076,2026-03-28,1,3:00 pm ET,1610612749,1610612759,MIL,SAS,,,False,2026-03-22T19:05:48.529289+00:00
22501077,2026-03-28,1,6:00 pm ET,1610612766,1610612755,CHA,PHI,,,False,2026-03-22T19:05:48.529289+00:00
22501078,2026-03-28,1,7:30 pm ET,1610612737,1610612758,ATL,SAC,,,False,2026-03-22T19:05:48.529289+00:00
22501079,2026-03-28,1,8:00 pm ET,1610612763,1610612741,MEM,CHI,,,False,2026-03-22T19:05:48.529289+00:00
22501080,2026-03-28,1,5:30 pm ET,1610612750,1610612765,MIN,DET,,,False,2026-03-22T19:05:48.529289+00:00
22501081,2026-03-28,1,10:00 pm ET,1610612756,1610612762,PHX,UTA,,,False,2026-03-22T19:05:48.529289+00:00
0022501082,2026-03-29,1,3:30 pm ET,1610612749,1610612746,MIL,LAC,,,False,2026-03-24T00:28:00.701854+00:00
0022501083,2026-03-29,1,5:00 pm ET,1610612754,1610612748,IND,MIA,,,False,2026-03-24T00:28:00.701854+00:00
0022501084,2026-03-29,1,6:00 pm ET,1610612751,1610612758,BKN,SAC,,,False,2026-03-24T00:28:00.701854+00:00
0022501085,2026-03-29,1,6:00 pm ET,1610612766,1610612738,CHA,BOS,,,False,2026-03-24T00:28:00.701854+00:00
0022501086,2026-03-29,1,6:00 pm ET,1610612761,1610612753,TOR,ORL,,,False,2026-03-24T00:28:00.701854+00:00
0022501087,2026-03-29,1,6:00 pm ET,1610612757,1610612764,POR,WAS,,,False,2026-03-24T00:28:00.701854+00:00
0022501088,2026-03-29,1,7:00 pm ET,1610612740,1610612745,NOP,HOU,,,False,2026-03-24T00:28:00.701854+00:00
0022501089,2026-03-29,1,7:30 pm ET,1610612760,1610612752,OKC,NYK,,,False,2026-03-24T00:28:00.701854+00:00
0022501090,2026-03-29,1,10:00 pm ET,1610612743,1610612744,DEN,GSW,,,False,2026-03-24T00:28:00.701854+00:00
22501082,2026-03-29,1,3:30 pm ET,1610612749,1610612746,MIL,LAC,,,False,2026-03-22T19:06:55.941904+00:00
22501083,2026-03-29,1,5:00 pm ET,1610612754,1610612748,IND,MIA,,,False,2026-03-22T19:06:55.941904+00:00
22501084,2026-03-29,1,6:00 pm ET,1610612751,1610612758,BKN,SAC,,,False,2026-03-22T19:06:55.941904+00:00
22501085,2026-03-29,1,6:00 pm ET,1610612766,1610612738,CHA,BOS,,,False,2026-03-22T19:06:55.941904+00:00
22501086,2026-03-29,1,6:00 pm ET,1610612761,1610612753,TOR,ORL,,,False,2026-03-22T19:06:55.941904+00:00
22501087,2026-03-29,1,6:00 pm ET,1610612757,1610612764,POR,WAS,,,False,2026-03-22T19:06:55.941904+00:00
22501088,2026-03-29,1,7:00 pm ET,1610612740,1610612745,NOP,HOU,,,False,2026-03-22T19:06:55.941904+00:00
22501089,2026-03-29,1,7:30 pm ET,1610612760,1610612752,OKC,NYK,,,False,2026-03-22T19:06:55.941904+00:00
22501090,2026-03-29,1,10:00 pm ET,1610612743,1610612744,DEN,GSW,,,False,2026-03-22T19:06:55.941904+00:00
0022501091,2026-03-30,1,7:00 pm ET,1610612748,1610612755,MIA,PHI,,,False,2026-03-24T00:28:32.638789+00:00
0022501092,2026-03-30,1,7:30 pm ET,1610612737,1610612738,ATL,BOS,,,False,2026-03-24T00:28:32.638789+00:00
0022501093,2026-03-30,1,8:00 pm ET,1610612763,1610612756,MEM,PHX,,,False,2026-03-24T00:28:32.638789+00:00
0022501094,2026-03-30,1,8:00 pm ET,1610612759,1610612741,SAS,CHI,,,False,2026-03-24T00:28:32.638789+00:00
0022501095,2026-03-30,1,8:30 pm ET,1610612742,1610612750,DAL,MIN,,,False,2026-03-24T00:28:32.638789+00:00
0022501096,2026-03-30,1,9:00 pm ET,1610612762,1610612739,UTA,CLE,,,False,2026-03-24T00:28:32.638789+00:00
0022501097,2026-03-30,1,9:30 pm ET,1610612760,1610612765,OKC,DET,,,False,2026-03-24T00:28:32.638789+00:00
0022501098,2026-03-30,1,10:00 pm ET,1610612747,1610612764,LAL,WAS,,,False,2026-03-24T00:28:32.638789+00:00
